Location ID,Date,Card Type,Exp Type,Gender,Amount,Age
9,01-Dec-21,Platinum,Entertainment,M,59545,36
397,18-Sep-21,Silver,Entertainment,M,117639,21
9,15-Mar-22,Silver,Entertainment,M,247847,85
397,08-Apr-22,Signature,Grocery,M,163686,35
127,05-Jul-22,Silver,Entertainment,F,277703,18
72,24-Aug-21,Silver,Medical,F,281309,39
127,01-Oct-21,Silver,Entertainment,F,204400,28
397,09-Aug-21,Gold,Entertainment,F,161347,74
127,16-Apr-22,Gold,Fuel,F,180974,69
397,14-Aug-21,Platinum,Entertainment,M,290509,39
397,13-Nov-21,Gold,Food,M,92859,48
72,13-Apr-22,Gold,Entertainment,M,210985,63
72,16-Mar-22,Signature,Entertainment,F,64652,40
9,24-Aug-21,Platinum,Fuel,M,44457,53
397,21-Feb-22,Platinum,Medical,M,91982,60
397,15-Jun-22,Silver,Entertainment,F,96896,73
127,16-Sep-21,Silver,Grocery,M,226645,27
9,08-Mar-22,Silver,Grocery,M,214316,20
127,04-Jun-22,Signature,Medical,F,37388,79
9,13-Sep-21,Silver,Fuel,F,216397,79
127,29-May-22,Signature,Entertainment,F,216105,76
9,06-Feb-22,Platinum,Grocery,M,23366,85
397,21-Feb-22,Gold,Medical,M,287450,17
397,03-Oct-21,Signature,Grocery,M,133803,82
397,16-Sep-21,Platinum,Fuel,M,134761,64
72,12-Nov-21,Signature,Food,M,177501,61
9,20-Dec-21,Gold,Food,M,110793,66
127,01-May-22,Signature,Grocery,F,85261,35
72,19-Aug-21,Platinum,Entertainment,F,93219,77
397,05-Nov-21,Gold,Food,F,7801,43
397,26-Apr-22,Silver,Entertainment,M,52782,54
397,27-Feb-22,Gold,Entertainment,F,242085,61
72,29-Jan-22,Platinum,Grocery,M,254849,16
72,02-Oct-21,Signature,Entertainment,F,200652,73
127,15-Jan-22,Platinum,Food,M,34929,76
127,23-Dec-21,Silver,Food,F,260497,29
127,23-Jun-22,Signature,Entertainment,F,218630,70
72,15-Feb-22,Silver,Grocery,F,169477,33
9,10-Apr-22,Platinum,Grocery,M,270679,17
127,23-Sep-21,Signature,Food,F,57163,34
127,04-Apr-22,Gold,Food,F,229357,62
397,29-Jul-21,Platinum,Fuel,M,146256,57
9,09-Jan-22,Silver,Fuel,F,119540,65
397,22-Jul-22,Gold,Entertainment,M,102406,28
397,06-Dec-21,Gold,Food,F,178816,47
9,20-Sep-21,Silver,Food,M,30074,49
9,14-Jan-22,Silver,Medical,M,271182,85
72,16-Aug-21,Platinum,Fuel,F,281370,38
9,01-Jun-22,Platinum,Fuel,M,242370,59
127,20-Oct-21,Silver,Food,F,153433,60
9,18-Sep-21,Platinum,Fuel,M,73351,20
72,28-Dec-21,Signature,Entertainment,F,260947,36
127,15-Jan-22,Platinum,Fuel,M,205421,47
72,07-Jul-22,Signature,Medical,M,37073,19
9,10-Jul-22,Platinum,Entertainment,F,124993,62
9,11-Feb-22,Platinum,Food,M,298315,84
397,17-Oct-21,Signature,Grocery,F,16217,49
127,28-May-22,Silver,Fuel,M,241679,42
127,29-Aug-21,Platinum,Entertainment,M,254756,51
72,12-Dec-21,Silver,Fuel,M,294262,32
397,31-Oct-21,Signature,Fuel,M,76445,23
397,09-Apr-22,Platinum,Entertainment,M,288302,46
397,21-Jun-22,Signature,Medical,F,138983,21
397,27-Feb-22,Platinum,Entertainment,F,167133,56
127,05-Jul-22,Gold,Medical,F,171671,62
127,02-Jul-22,Gold,Medical,F,67032,40
127,21-Aug-21,Silver,Entertainment,M,52735,18
72,23-Apr-22,Platinum,Grocery,M,1506,77
72,24-Jul-21,Gold,Entertainment,M,68262,64
397,06-Sep-21,Signature,Grocery,M,71971,70
397,04-Jan-22,Gold,Entertainment,F,189375,71
72,12-May-22,Silver,Entertainment,F,146822,77
397,04-Jan-22,Platinum,Medical,F,273898,28
397,11-Apr-22,Gold,Medical,F,296833,53
72,06-May-22,Platinum,Grocery,F,157225,70
72,26-May-22,Platinum,Medical,M,145273,64
72,13-Mar-22,Silver,Food,F,82248,43
9,30-Jun-22,Platinum,Entertainment,F,107827,86
72,07-Mar-22,Signature,Grocery,M,130021,76
397,09-May-22,Platinum,Entertainment,M,75465,36
9,11-Apr-22,Platinum,Entertainment,F,79129,42
397,11-Nov-21,Silver,Medical,M,90957,60
9,17-Aug-21,Silver,Grocery,F,266801,76
127,21-Oct-21,Silver,Grocery,M,252810,57
9,23-Mar-22,Signature,Grocery,M,209627,86
72,05-Nov-21,Gold,Grocery,F,119442,74
72,01-Jul-22,Signature,Medical,M,206076,55
397,12-Mar-22,Gold,Entertainment,F,288060,54
72,12-Nov-21,Gold,Medical,F,18163,53
9,27-Jun-22,Gold,Entertainment,F,97255,35
397,06-Jan-22,Silver,Fuel,M,35163,22
127,27-May-22,Gold,Entertainment,M,43581,34
9,03-Oct-21,Gold,Food,F,74392,19
72,06-Feb-22,Platinum,Grocery,F,28961,26
127,18-Dec-21,Signature,Food,M,173889,61
397,08-Nov-21,Gold,Medical,F,131498,35
9,06-Jul-22,Gold,Medical,F,150911,65
9,01-Feb-22,Gold,Food,M,92569,42
127,05-Jun-22,Signature,Fuel,M,137249,32
72,03-Feb-22,Platinum,Medical,M,183119,36
72,25-Jul-21,Silver,Entertainment,F,12770,75
127,18-Aug-21,Signature,Entertainment,F,259506,72
127,05-Aug-21,Signature,Entertainment,M,109118,52
127,12-Jun-22,Signature,Fuel,M,8863,27
72,29-Oct-21,Signature,Grocery,M,253843,77
397,10-Dec-21,Gold,Food,M,141916,66
397,28-Nov-21,Signature,Grocery,M,161647,53
9,26-Mar-22,Gold,Fuel,M,206270,88
127,20-Nov-21,Gold,Entertainment,M,90334,58
9,09-Dec-21,Gold,Entertainment,M,64391,18
397,12-Dec-21,Gold,Fuel,M,226367,56
9,08-Apr-22,Silver,Fuel,F,126076,68
72,26-Jun-22,Signature,Food,M,147072,38
127,12-Sep-21,Signature,Entertainment,M,6359,73
397,08-Jan-22,Gold,Medical,F,14772,59
9,02-Jan-22,Platinum,Fuel,F,277179,56
397,26-May-22,Platinum,Fuel,M,143928,80
9,17-Mar-22,Platinum,Grocery,F,116445,39
72,27-Apr-22,Gold,Grocery,M,13687,32
9,13-Sep-21,Platinum,Food,F,262680,71
127,19-Dec-21,Silver,Grocery,M,288581,17
72,28-Jun-22,Signature,Food,F,114706,80
9,09-Mar-22,Gold,Entertainment,F,276110,18
397,10-Apr-22,Platinum,Medical,F,210484,85
127,03-Oct-21,Gold,Entertainment,M,137574,46
9,17-Nov-21,Silver,Grocery,F,272289,48
127,11-Aug-21,Gold,Fuel,F,276577,27
127,17-Jan-22,Silver,Grocery,M,69259,61
9,27-Sep-21,Gold,Grocery,M,119329,44
9,07-May-22,Gold,Entertainment,M,180742,56
397,06-Oct-21,Signature,Medical,F,240867,40
127,12-Sep-21,Signature,Fuel,M,101234,58
72,14-Aug-21,Signature,Grocery,M,192894,49
9,28-Sep-21,Signature,Entertainment,F,58862,68
72,04-Jul-22,Silver,Fuel,M,246752,68
127,20-Apr-22,Silver,Food,M,140325,36
9,11-Oct-21,Platinum,Fuel,M,105490,82
127,14-Jun-22,Silver,Entertainment,M,130774,37
72,10-Dec-21,Gold,Entertainment,F,141705,61
397,10-Sep-21,Signature,Grocery,M,268431,85
127,16-Nov-21,Silver,Fuel,M,5765,37
397,09-Aug-21,Signature,Grocery,F,63667,41
9,14-Jul-22,Gold,Entertainment,M,235924,47
397,02-May-22,Signature,Entertainment,F,39558,24
127,10-Nov-21,Gold,Food,M,233916,86
127,04-Jan-22,Platinum,Entertainment,M,89777,50
397,24-Mar-22,Silver,Fuel,M,88146,77
9,24-Jul-21,Gold,Fuel,M,242588,55
72,14-Nov-21,Signature,Grocery,M,206606,73
9,25-Sep-21,Gold,Medical,F,163015,69
72,09-Sep-21,Platinum,Food,M,261118,85
127,16-Nov-21,Platinum,Fuel,M,264294,70
127,22-Jun-22,Silver,Fuel,F,77400,73
397,01-Mar-22,Platinum,Medical,M,211275,30
397,13-Mar-22,Signature,Food,M,165236,67
127,09-Sep-21,Gold,Medical,M,80287,26
127,20-Oct-21,Silver,Food,M,65838,78
397,15-Oct-21,Signature,Medical,M,31516,19
127,22-Feb-22,Platinum,Food,F,67198,53
72,05-Jul-22,Gold,Entertainment,F,184927,78
72,21-Feb-22,Signature,Entertainment,M,169201,86
9,01-Jun-22,Signature,Medical,M,24353,18
397,27-Apr-22,Platinum,Entertainment,F,85309,27
127,05-Nov-21,Platinum,Entertainment,M,44093,51
127,03-Sep-21,Platinum,Grocery,F,263549,66
9,02-Apr-22,Signature,Fuel,M,49517,30
9,20-Jun-22,Platinum,Food,F,97101,86
72,13-Jan-22,Signature,Medical,F,187094,44
397,21-May-22,Signature,Grocery,M,281145,88
9,25-May-22,Platinum,Fuel,F,9744,21
397,27-Aug-21,Signature,Food,M,178159,58
9,30-Jan-22,Signature,Fuel,F,8232,31
9,20-Nov-21,Silver,Fuel,M,190081,18
127,20-May-22,Signature,Medical,M,241646,69
9,26-Jul-21,Platinum,Medical,M,179888,29
9,23-Aug-21,Silver,Food,F,169496,77
127,14-Sep-21,Gold,Grocery,F,249057,23
9,11-Mar-22,Gold,Entertainment,F,180062,41
397,03-Nov-21,Gold,Medical,F,200266,66
72,27-Aug-21,Silver,Fuel,M,92272,36
72,19-Feb-22,Silver,Medical,F,203860,28
9,04-Mar-22,Signature,Entertainment,F,232344,42
127,20-Mar-22,Platinum,Food,M,23699,53
127,27-Feb-22,Signature,Grocery,F,128687,52
72,12-Sep-21,Gold,Medical,M,22571,65
72,26-Nov-21,Gold,Medical,M,278672,45
397,16-Sep-21,Signature,Food,M,42273,80
9,06-Feb-22,Signature,Fuel,F,237175,66
127,02-Dec-21,Platinum,Medical,F,116669,17
127,19-Nov-21,Gold,Medical,F,290075,18
127,03-Oct-21,Platinum,Entertainment,F,36508,86
72,23-Aug-21,Silver,Food,M,32774,68
72,23-May-22,Signature,Fuel,F,3686,79
127,16-Apr-22,Platinum,Fuel,M,168156,66
127,26-Jun-22,Signature,Fuel,F,45084,25
72,27-May-22,Signature,Entertainment,F,161903,43
9,14-Nov-21,Signature,Entertainment,M,130400,84
127,15-Dec-21,Signature,Medical,M,163832,87
9,01-Feb-22,Silver,Fuel,M,232046,38
127,02-Dec-21,Platinum,Entertainment,M,185689,54
9,15-Feb-22,Gold,Fuel,M,178884,61
127,20-Sep-21,Gold,Medical,M,31102,74
127,12-Sep-21,Gold,Grocery,M,295663,78
72,15-Feb-22,Silver,Medical,M,159769,48
72,05-May-22,Platinum,Grocery,M,147504,75
72,17-Dec-21,Silver,Entertainment,F,147612,34
72,24-Dec-21,Platinum,Medical,M,9651,23
9,05-Jun-22,Silver,Grocery,M,1522,87
127,12-Sep-21,Platinum,Medical,F,97942,25
72,27-Aug-21,Signature,Medical,F,37984,83
72,21-Feb-22,Gold,Grocery,M,123967,22
397,24-Jun-22,Gold,Food,M,158544,56
397,24-May-22,Silver,Grocery,F,137159,47
397,11-Jan-22,Silver,Grocery,F,83692,89
9,11-Jan-22,Silver,Entertainment,F,120039,45
9,12-Mar-22,Signature,Medical,F,7229,18
127,12-Jun-22,Silver,Food,M,137884,47
127,10-Apr-22,Signature,Grocery,M,91682,63
127,23-Jul-21,Signature,Grocery,M,89225,70
9,14-Dec-21,Signature,Medical,M,121789,33
127,25-Jul-21,Signature,Grocery,M,60407,52
127,25-Jan-22,Signature,Entertainment,M,262618,81
9,11-Dec-21,Signature,Entertainment,M,257011,28
397,08-Jul-22,Silver,Medical,F,149430,60
397,25-Dec-21,Silver,Food,F,272064,47
127,12-Jan-22,Gold,Food,M,35658,56
72,31-Jan-22,Platinum,Fuel,F,133240,35
72,10-Dec-21,Platinum,Fuel,M,275232,62
9,28-Jun-22,Signature,Medical,F,168117,27
72,16-Jan-22,Gold,Fuel,F,95242,89
127,18-Nov-21,Gold,Grocery,M,141380,61
72,10-Sep-21,Signature,Entertainment,F,120824,51
127,15-Apr-22,Signature,Medical,F,105928,64
127,30-Nov-21,Platinum,Grocery,M,59349,77
72,16-Jul-22,Silver,Fuel,F,250978,74
397,07-Aug-21,Platinum,Food,M,167754,21
397,16-Jul-22,Signature,Grocery,M,151838,51
9,01-Dec-21,Platinum,Entertainment,M,256159,78
397,17-Jun-22,Gold,Grocery,F,85119,51
72,12-Jan-22,Silver,Food,F,51453,78
127,01-Jan-22,Signature,Fuel,F,127364,66
72,21-May-22,Gold,Fuel,F,66897,36
397,21-Oct-21,Signature,Medical,F,253737,63
72,15-Mar-22,Platinum,Food,F,158086,33
127,22-Feb-22,Platinum,Grocery,M,209532,40
72,09-Apr-22,Platinum,Food,M,209169,78
9,28-Jan-22,Signature,Grocery,F,7847,15
127,24-Sep-21,Signature,Food,F,109228,51
72,01-Jul-22,Signature,Entertainment,F,28587,78
72,08-Jul-22,Platinum,Food,M,77763,51
9,20-Nov-21,Silver,Food,F,109150,27
72,31-Dec-21,Silver,Fuel,M,20239,20
127,09-Oct-21,Silver,Grocery,F,109822,73
397,04-Feb-22,Signature,Grocery,F,155214,68
127,11-Sep-21,Platinum,Fuel,F,38244,38
72,16-Feb-22,Silver,Grocery,M,8916,83
127,15-Aug-21,Signature,Entertainment,F,37194,42
397,21-Sep-21,Platinum,Food,F,269326,21
72,24-Aug-21,Signature,Medical,F,254568,77
72,25-Feb-22,Platinum,Medical,M,145924,36
72,01-May-22,Platinum,Food,M,49885,77
127,17-Feb-22,Signature,Grocery,F,282957,81
397,27-May-22,Signature,Medical,F,256559,75
72,05-Mar-22,Platinum,Medical,M,92184,18
127,04-Jun-22,Silver,Entertainment,M,176061,69
72,19-May-22,Silver,Medical,M,233830,57
127,02-Dec-21,Signature,Fuel,M,96444,42
9,22-Feb-22,Platinum,Entertainment,F,192556,32
9,12-Jun-22,Silver,Entertainment,M,205497,40
72,14-Jun-22,Platinum,Food,F,63172,52
397,27-Jul-21,Silver,Food,M,74199,33
127,25-Jul-21,Platinum,Grocery,M,91512,87
127,09-Jun-22,Gold,Fuel,M,249523,88
127,07-Sep-21,Platinum,Grocery,F,204798,44
127,31-Jan-22,Gold,Fuel,M,60813,84
72,16-Dec-21,Signature,Fuel,M,181484,72
9,24-Nov-21,Signature,Entertainment,M,117530,87
9,06-May-22,Silver,Medical,F,14865,78
9,31-May-22,Signature,Fuel,F,233345,23
9,24-Sep-21,Signature,Medical,M,280494,39
9,08-Dec-21,Platinum,Entertainment,M,149075,75
9,22-Mar-22,Platinum,Entertainment,M,43426,17
127,08-Jun-22,Signature,Grocery,F,210978,59
127,13-Aug-21,Platinum,Fuel,M,16995,40
72,04-Sep-21,Gold,Grocery,F,144338,88
127,12-Apr-22,Silver,Fuel,F,222280,46
397,18-Jun-22,Signature,Food,M,27474,30
397,12-Feb-22,Gold,Entertainment,F,22592,50
72,04-May-22,Gold,Medical,M,18782,82
72,18-Aug-21,Platinum,Medical,M,246282,85
9,22-Feb-22,Platinum,Grocery,M,2260,34
72,07-May-22,Platinum,Entertainment,M,255144,84
127,30-Jan-22,Signature,Grocery,F,3643,39
9,05-Mar-22,Silver,Medical,M,264587,70
9,09-Mar-22,Signature,Medical,M,124164,37
127,20-Oct-21,Signature,Grocery,M,209795,30
72,05-Jun-22,Platinum,Entertainment,M,65466,87
72,29-Dec-21,Signature,Fuel,F,201173,57
397,02-Jul-22,Signature,Food,F,136426,86
72,07-Mar-22,Platinum,Grocery,F,42365,80
72,29-Oct-21,Platinum,Fuel,M,109485,60
72,19-Mar-22,Signature,Entertainment,F,5097,16
9,17-Mar-22,Platinum,Fuel,M,140650,35
397,11-Jul-22,Platinum,Entertainment,M,188077,25
397,11-Dec-21,Platinum,Medical,M,14355,77
127,14-Jul-22,Platinum,Grocery,M,108736,46
127,17-Dec-21,Gold,Grocery,F,129517,24
72,17-Dec-21,Silver,Food,M,23174,62
9,22-Jan-22,Silver,Fuel,F,78692,85
72,03-Feb-22,Silver,Food,M,78348,48
127,17-May-22,Signature,Entertainment,M,284356,73
72,20-Feb-22,Platinum,Grocery,M,138546,66
127,05-Nov-21,Signature,Medical,F,127543,53
72,07-Jun-22,Silver,Fuel,M,247348,28
127,04-Jul-22,Platinum,Entertainment,M,79575,17
9,01-Feb-22,Signature,Medical,F,216288,17
72,01-Dec-21,Gold,Grocery,M,159903,68
127,19-Sep-21,Signature,Grocery,F,273547,20
9,08-Mar-22,Signature,Food,M,130223,34
9,12-Dec-21,Gold,Entertainment,F,143390,51
72,25-Sep-21,Silver,Grocery,F,222514,28
9,24-Mar-22,Silver,Entertainment,M,87728,30
72,15-Jun-22,Silver,Food,F,108977,41
72,24-Mar-22,Signature,Fuel,F,163274,25
9,17-Feb-22,Silver,Entertainment,M,249613,56
72,13-Apr-22,Silver,Food,M,276107,65
9,20-Mar-22,Gold,Fuel,M,269042,20
397,16-Sep-21,Signature,Food,F,73668,30
127,30-Jan-22,Platinum,Entertainment,F,52353,26
397,08-Dec-21,Gold,Medical,M,74044,64
72,03-Jun-22,Signature,Food,F,95407,85
9,13-Sep-21,Gold,Medical,M,123092,89
9,31-Jul-21,Silver,Fuel,M,210254,15
127,03-Oct-21,Gold,Fuel,F,164433,43
397,30-Mar-22,Signature,Entertainment,F,87261,48
127,20-Feb-22,Gold,Food,F,196920,40
127,15-Apr-22,Platinum,Food,M,234632,24
127,23-Nov-21,Silver,Food,M,185153,63
397,08-Jul-22,Silver,Medical,F,144056,78
127,04-Aug-21,Signature,Fuel,M,17966,42
127,15-Oct-21,Signature,Grocery,M,113255,32
127,04-Apr-22,Signature,Entertainment,F,14482,19
397,30-May-22,Silver,Entertainment,M,78067,24
9,06-Jul-22,Silver,Entertainment,M,109419,18
127,27-Jan-22,Signature,Grocery,F,9497,79
72,20-Apr-22,Silver,Food,M,184522,46
397,24-Jul-21,Gold,Grocery,M,145642,37
9,09-Mar-22,Platinum,Food,F,248967,78
397,11-Jul-22,Platinum,Medical,M,214682,26
9,09-Sep-21,Platinum,Medical,M,113797,18
397,17-Apr-22,Platinum,Grocery,M,227751,85
397,22-Jun-22,Signature,Medical,F,174078,23
127,16-Apr-22,Signature,Entertainment,F,36316,23
127,22-Nov-21,Gold,Fuel,F,178214,81
9,24-May-22,Silver,Grocery,F,246973,85
72,09-May-22,Platinum,Fuel,M,260976,53
72,07-Aug-21,Signature,Fuel,F,84332,64
127,24-Jul-21,Signature,Medical,M,231157,65
397,07-May-22,Platinum,Food,M,191348,51
397,14-Mar-22,Platinum,Medical,M,241617,70
72,12-Oct-21,Signature,Medical,M,58872,36
127,10-Mar-22,Silver,Food,F,175767,15
72,14-Dec-21,Gold,Grocery,M,80518,33
9,17-Sep-21,Platinum,Medical,F,79686,81
72,07-Nov-21,Silver,Grocery,M,152057,31
397,06-Mar-22,Gold,Food,M,36577,36
127,18-Jun-22,Silver,Food,M,137094,21
9,09-Mar-22,Platinum,Grocery,F,161563,83
397,18-Sep-21,Platinum,Grocery,F,60263,43
9,14-Sep-21,Signature,Fuel,F,124692,38
127,17-Nov-21,Gold,Fuel,M,40181,25
9,11-Jul-22,Silver,Grocery,M,69333,69
9,12-Oct-21,Silver,Grocery,M,254313,24
397,25-Aug-21,Platinum,Grocery,M,255244,29
127,03-Aug-21,Signature,Food,F,263043,62
397,09-May-22,Gold,Medical,M,143213,58
397,15-Sep-21,Gold,Food,M,85974,87
72,27-Feb-22,Signature,Entertainment,M,156127,86
397,20-Sep-21,Silver,Medical,M,222291,75
72,19-Aug-21,Silver,Grocery,M,34158,15
9,15-Oct-21,Signature,Food,M,105034,89
397,21-Jun-22,Silver,Fuel,M,83836,44
72,11-Apr-22,Platinum,Food,F,15449,80
127,02-Jul-22,Signature,Grocery,F,241679,86
9,13-Apr-22,Platinum,Fuel,M,268134,27
72,23-Feb-22,Gold,Entertainment,M,256803,46
127,01-May-22,Gold,Food,M,110851,27
72,11-Apr-22,Silver,Fuel,M,292392,84
9,28-Jan-22,Gold,Medical,F,117062,70
9,08-Sep-21,Platinum,Fuel,F,197707,61
72,19-Oct-21,Silver,Grocery,F,1422,75
127,15-Apr-22,Platinum,Grocery,M,296274,27
72,09-Oct-21,Platinum,Food,M,146912,79
9,05-Sep-21,Gold,Grocery,M,277089,74
127,24-Sep-21,Gold,Fuel,M,228280,83
9,15-Jan-22,Silver,Fuel,M,189493,55
397,04-Apr-22,Silver,Medical,F,83176,19
9,12-Mar-22,Silver,Entertainment,M,129288,20
72,17-May-22,Signature,Food,F,272103,22
397,11-Jan-22,Signature,Fuel,F,237093,46
127,23-Sep-21,Silver,Grocery,F,261769,26
127,28-Jun-22,Platinum,Grocery,M,51815,47
397,09-Aug-21,Silver,Grocery,M,199160,39
9,09-Feb-22,Silver,Food,F,122437,48
397,30-May-22,Gold,Medical,M,260231,87
9,08-Oct-21,Silver,Entertainment,M,25660,27
127,22-Jun-22,Gold,Medical,M,176280,31
72,06-Nov-21,Signature,Entertainment,M,79550,56
9,16-Nov-21,Platinum,Entertainment,F,183750,27
72,01-Oct-21,Signature,Entertainment,F,246515,64
127,19-Apr-22,Platinum,Food,M,137332,65
72,22-Jul-22,Gold,Medical,M,86653,23
127,20-Dec-21,Signature,Medical,F,144537,39
127,12-Nov-21,Silver,Medical,F,82104,83
397,09-Apr-22,Silver,Food,F,165010,37
72,26-Sep-21,Platinum,Fuel,M,203018,83
397,10-Dec-21,Gold,Fuel,M,66061,66
127,25-Feb-22,Platinum,Food,M,10630,51
9,03-Dec-21,Platinum,Grocery,F,22404,41
127,15-May-22,Signature,Fuel,F,57613,25
127,31-Dec-21,Silver,Grocery,F,83038,86
397,07-Aug-21,Signature,Grocery,F,3379,89
127,18-Aug-21,Silver,Food,F,283859,56
397,07-Apr-22,Silver,Medical,M,101161,36
397,28-Aug-21,Signature,Food,M,104935,87
72,11-Jul-22,Silver,Food,M,269775,73
9,12-Oct-21,Gold,Fuel,F,250760,68
397,26-Mar-22,Silver,Food,F,228828,27
72,13-Mar-22,Gold,Entertainment,M,254981,48
397,01-Jan-22,Signature,Food,F,238815,34
127,09-Oct-21,Silver,Grocery,F,221978,45
397,24-Sep-21,Platinum,Grocery,M,144236,63
127,18-Oct-21,Signature,Food,M,294413,86
9,23-Nov-21,Silver,Entertainment,M,260339,67
397,14-Mar-22,Silver,Fuel,M,72920,26
9,06-Oct-21,Gold,Fuel,M,157730,23
9,07-Nov-21,Silver,Fuel,M,53099,50
397,31-Mar-22,Silver,Food,M,149323,51
397,11-Aug-21,Signature,Grocery,M,241331,69
9,07-Aug-21,Gold,Medical,F,177144,86
397,28-Apr-22,Silver,Food,M,41198,63
9,21-Jun-22,Signature,Food,M,237699,59
72,22-Mar-22,Signature,Grocery,F,102932,15
9,21-Jan-22,Platinum,Entertainment,F,15822,23
72,07-May-22,Gold,Entertainment,M,175069,79
9,06-Jan-22,Silver,Medical,F,36071,86
72,07-Jan-22,Silver,Medical,F,214338,19
397,17-Aug-21,Platinum,Grocery,M,67745,79
397,09-Aug-21,Signature,Medical,M,67378,20
397,29-Jul-21,Silver,Medical,F,203568,15
127,05-Nov-21,Gold,Food,M,232949,81
127,05-Apr-22,Signature,Fuel,F,4118,35
9,31-Dec-21,Silver,Entertainment,M,81287,40
127,14-Mar-22,Silver,Medical,M,284676,21
72,19-Dec-21,Signature,Medical,M,217477,76
9,28-Aug-21,Platinum,Medical,M,41095,44
9,22-Jan-22,Signature,Food,M,63160,35
9,14-Jan-22,Platinum,Entertainment,F,204641,29
397,23-Sep-21,Platinum,Entertainment,M,18126,75
9,10-Jan-22,Platinum,Medical,M,159121,57
72,28-Apr-22,Gold,Grocery,M,277181,25
397,02-Jun-22,Silver,Medical,M,163452,60
397,26-Dec-21,Gold,Grocery,M,111251,27
72,16-Dec-21,Gold,Grocery,M,223891,27
9,16-Aug-21,Silver,Grocery,M,134804,34
397,19-Feb-22,Platinum,Entertainment,F,12634,66
9,17-Aug-21,Silver,Fuel,F,124570,82
127,01-Nov-21,Gold,Fuel,F,215502,21
127,30-May-22,Gold,Grocery,M,51019,22
397,03-Nov-21,Gold,Fuel,M,219872,34
72,16-Jan-22,Signature,Grocery,F,284660,22
72,20-Jun-22,Gold,Food,M,30483,76
127,22-Dec-21,Platinum,Grocery,F,9383,68
127,09-Sep-21,Signature,Entertainment,M,126920,39
72,07-Mar-22,Platinum,Grocery,M,220264,15
397,30-Oct-21,Silver,Food,M,22149,58
9,03-Feb-22,Signature,Grocery,F,34054,34
9,23-Oct-21,Gold,Medical,M,150167,28
127,20-Aug-21,Signature,Medical,M,277858,32
72,12-Sep-21,Signature,Entertainment,M,51442,44
127,22-Dec-21,Gold,Entertainment,M,85567,37
9,03-Nov-21,Signature,Fuel,F,222550,68
72,27-Mar-22,Signature,Food,F,36912,34
72,29-Aug-21,Gold,Entertainment,M,19428,64
127,27-Jun-22,Signature,Entertainment,F,51565,40
9,27-Dec-21,Platinum,Grocery,F,116490,87
127,02-Dec-21,Signature,Fuel,F,17327,33
127,25-Feb-22,Signature,Food,F,16285,31
9,07-Dec-21,Signature,Food,M,120819,58
397,25-Mar-22,Silver,Entertainment,F,125470,31
127,03-Feb-22,Silver,Medical,M,230217,64
397,19-Jun-22,Signature,Grocery,F,125809,87
397,28-Sep-21,Gold,Medical,M,182632,77
397,21-Jan-22,Gold,Grocery,M,1703,69
9,12-May-22,Silver,Fuel,M,216487,87
72,07-Jul-22,Signature,Fuel,M,126861,58
127,23-Jul-21,Signature,Food,M,133834,87
397,11-Oct-21,Signature,Grocery,F,122044,61
9,22-Jun-22,Silver,Food,M,151860,43
72,08-Jan-22,Gold,Entertainment,F,140601,72
9,26-Nov-21,Signature,Medical,F,31029,85
72,13-Dec-21,Signature,Entertainment,M,102616,74
72,26-Jan-22,Platinum,Fuel,M,92354,46
72,08-Feb-22,Platinum,Fuel,F,33099,64
9,28-Mar-22,Platinum,Food,M,260797,58
9,06-Dec-21,Silver,Fuel,F,181661,86
397,19-Sep-21,Gold,Entertainment,M,11404,18
127,07-Feb-22,Signature,Entertainment,F,11918,49
9,04-Aug-21,Platinum,Food,M,293576,68
397,03-Feb-22,Gold,Entertainment,M,128718,59
127,26-Jan-22,Signature,Food,F,23661,70
127,27-Jan-22,Silver,Grocery,M,294101,54
397,31-Mar-22,Signature,Fuel,F,271129,83
127,22-Nov-21,Gold,Entertainment,M,261181,52
397,22-Dec-21,Gold,Grocery,F,185387,45
72,08-Sep-21,Silver,Medical,F,193347,18
127,03-Aug-21,Silver,Food,F,270949,22
72,08-Feb-22,Signature,Food,F,281010,84
397,17-Jul-22,Gold,Medical,M,238366,62
9,02-Nov-21,Silver,Food,F,34931,87
397,08-Apr-22,Silver,Fuel,M,239531,18
127,20-Jun-22,Gold,Medical,M,93864,32
127,03-May-22,Gold,Fuel,F,7895,32
9,18-Sep-21,Signature,Entertainment,M,1338,25
397,25-Mar-22,Signature,Food,F,243284,24
127,22-Jan-22,Silver,Food,M,39352,28
127,31-Oct-21,Silver,Entertainment,F,166806,31
72,30-May-22,Signature,Entertainment,M,11028,23
9,11-May-22,Silver,Grocery,M,224126,74
127,19-Jun-22,Silver,Medical,F,267837,62
127,17-Sep-21,Gold,Food,M,36781,51
127,10-Dec-21,Gold,Food,M,276779,59
72,06-Jul-22,Gold,Grocery,M,253859,41
127,11-May-22,Platinum,Entertainment,M,68867,24
9,27-Aug-21,Gold,Fuel,M,131962,46
72,24-Nov-21,Silver,Fuel,M,240395,31
9,29-Jan-22,Signature,Entertainment,F,249427,42
127,04-Apr-22,Signature,Medical,F,57740,50
9,31-Aug-21,Signature,Medical,M,229087,37
127,11-Sep-21,Gold,Fuel,M,101419,63
397,18-Nov-21,Gold,Entertainment,F,46210,29
127,30-Jun-22,Platinum,Fuel,M,199511,76
72,18-Nov-21,Gold,Medical,F,63719,25
