ID,CLASSE,ETAB,SCOLFR,CHAMBRE,DEVOIRS,VACANCES,PARVENS,vitparent_corr,vitautre_corr,TEL,TRADS_PERE,TRADS_MERE,OCCUP,VAISSELLE,PARTICIPATION,EDUC,HEURE,HABITS,DORMIR,QUESTIONS,REPRENDRE,TELCOURS,RESEAUXSOCIAUX,TEMPSRS,USAGES,tempsetude_corr,ACTEXTRA,LOISIR_01,LOISIR_02,LOISIR_03,LOISIR_04,LOISIR_05,LOISIR_06,LOISIR_07,LOISIR_08,GENRE,type_etab
1852807196,1ère,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Avant le dernier métro/bus,Non,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),900.0,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Une fille,lycée
212158751,1ère,Hélène Boucher,Oui,Oui,Oui,1 fois,Non,,Chez ta mère (ou tutrice),Oui,Tout à fait d'accord,D'accord,Toujours ma mère (ou tutrice),Rarement,Je ne sais pas,Non,Avant le dîner,Oui,"Non, je n'ai pas le droit de dormir ailleurs","Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, tout le temps",Plus de 3h,Ne rien changer à ton utilisation ?,"Poster du contenu (post Insta, vidéo Tiktok, ...)",120.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
637165950,1ère,Hélène Boucher,Oui,Ça dépend,Oui,2 fois,Oui,Oui,,Oui,Je ne sais pas,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Sans réponse,Non,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Jamais,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",90.0,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Un garçon,lycée
97866642,Terminale,Hélène Boucher,Oui,Oui,Oui,2 fois,Non,,Chez ton père (ou tuteur),Oui,Tout à fait d'accord,Tout à fait d'accord,Toujours ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Sans réponse,Non,Seulement si c'est une personne du même genre que moi,Très rarement,Jamais ou très rarement,"Oui, tout le temps",Moins d'1h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),2100.0,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Une fille,lycée
784516967,2nde,Hélène Boucher,Oui,Oui,Oui,Jamais,Oui,Oui,,Oui,Pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,Je ne sais pas,Je ne sais pas,Avant le dîner,Oui,Sans réponse,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Un garçon,lycée
1405022499,1ère,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Non,D'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),180.0,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Une fille,lycée
552608071,1ère,Hélène Boucher,Oui,Non,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,Pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Oui, ils/elles participent autant",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",600.0,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Non,Une fille,lycée
2131076644,Terminale,Hélène Boucher,Non,Oui,Oui,2 fois,Non,,Chez ton père (ou tuteur),Oui,Tout à fait d'accord,Ni d'accord ni pas d'accord,Le plus souvent mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Non,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,"Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),1800.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
1279846226,Terminale,Hélène Boucher,Non,Oui,Ça dépend,1 fois,Oui,Oui,,Oui,D'accord,D'accord,Toujours ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,Sans réponse,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),360.0,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Une fille,lycée
512882629,2nde,Hélène Boucher,Oui,Non,Ça dépend,1 fois,Oui,Oui,,Non,Je ne sais pas,Je ne sais pas,Sans réponse,Fréquemment,"Non, les filles font plus",Non,Sans réponse,Sans réponse,"Non, je n'ai pas le droit de dormir ailleurs",Très rarement,Jamais ou très rarement,Sans réponse,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),300.0,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Une fille,lycée
1229884634,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Ni d'accord ni pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),900.0,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Une fille,lycée
400318781,2nde,Hélène Boucher,Oui,Ça dépend,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,Pas du tout d'accord,Pas du tout d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Oui, ils/elles participent autant",Non,Avant le dernier métro/bus,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Jamais,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),120.0,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Une fille,lycée
262505529,Terminale,Hélène Boucher,Oui,Non,Oui,1 fois,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,Ni d'accord ni pas d'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),600.0,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Une fille,lycée
1550007513,Terminale,Hélène Boucher,Oui,Oui,Oui,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Quelqu'un d'autre,Tous les jours,"Non, les filles font plus",Non,Je n'ai pas le droit de sortir,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Jamais,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",4200.0,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Une fille,lycée
791930654,Terminale,Hélène Boucher,Oui,Oui,Ça dépend,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si c'est une personne du même genre que moi,Très rarement,"Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",300.0,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Une fille,lycée
1117137962,2nde,Henri Bergson,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Non,Ni d'accord ni pas d'accord,Pas du tout d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Avant le dernier métro/bus,Non,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,"Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",180.0,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
311433393,Terminale,Hélène Boucher,Oui,Non,Ça dépend,1 fois,Oui,Oui,,Oui,D'accord,D'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Jamais,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),600.0,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Une fille,lycée
1239836741,1ère,Hélène Boucher,Oui,Non,Ça dépend,1 fois,Oui,Non,,Oui,Je ne sais pas,Je ne sais pas,Quelqu'un d'autre,Jamais,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Jamais,Jamais ou très rarement,"Oui, de temps en temps",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",900.0,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Une fille,lycée
1470632738,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,D'accord,Toujours ma mère (ou tutrice),Fréquemment,"Oui, ils/elles participent autant",Oui,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1260.0,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Une fille,lycée
1470728416,1ère,Hélène Boucher,Non,Non,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Je ne sais pas,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1200.0,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
1971087222,Terminale,Hélène Boucher,Oui,Oui,Non,3 fois ou plus,Oui,Oui,,Oui,D'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Moins d'1h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",660.0,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Une fille,lycée
66102700,Terminale,Hélène Boucher,Oui,Oui,Oui,2 fois,Non,,En partie chez l'un et chez l'autre,Oui,Ni d'accord ni pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",600.0,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Une fille,lycée
349266079,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dîner,Oui,"Non, je n'ai pas le droit de dormir ailleurs","Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Moins d'1h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",90.0,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Un garçon,lycée
1759355816,2nde,Hélène Boucher,Oui,Oui,Oui,2 fois,Oui,Oui,,Oui,Pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Sans réponse,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),270.0,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Une fille,lycée
2121218841,Terminale,Hélène Boucher,Non,Ça dépend,Oui,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,D'accord,Tout à fait d'accord,Toujours ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",540.0,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
2038146000,2nde,Hélène Boucher,Oui,Oui,Oui,Sans réponse,Oui,Oui,,Oui,Pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Oui, ils/elles participent autant",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Moins d'1h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Un garçon,lycée
730615080,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas du tout d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Je ne sais pas,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1800.0,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Un garçon,lycée
596074793,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,Jamais ou très rarement,Moins d'1h,Ne rien changer à ton utilisation ?,"Poster du contenu (post Insta, vidéo Tiktok, ...)",360.0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Une fille,lycée
426696447,1ère,Hélène Boucher,Oui,Ça dépend,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas d'accord,Ni d'accord ni pas d'accord,Le plus souvent ma mère (ou tutrice),Tous les jours,"Non, les filles font plus",Non,Je n'ai pas le droit de sortir,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1380.0,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Une fille,lycée
1456421968,Terminale,Hélène Boucher,Oui,Non,Ça dépend,1 fois,Oui,Oui,,Oui,D'accord,D'accord,Toujours ma mère (ou tutrice),Tous les jours,"Non, les filles font plus",Je ne sais pas,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Jamais,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1800.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
1124206054,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Tout à fait d'accord,Pas d'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",480.0,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Une fille,lycée
1043931139,2nde,Hélène Boucher,Oui,Non,Oui,2 fois,Oui,Oui,,Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),300.0,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Une fille,lycée
1590325572,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),480.0,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Une fille,lycée
463972866,2nde,Hélène Boucher,Oui,Oui,Oui,2 fois,Oui,Oui,,Oui,Pas d'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Plus de 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",900.0,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Une fille,lycée
1372372827,Terminale,Hélène Boucher,Oui,Non,Oui,2 fois,Oui,Oui,,Oui,D'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,Je ne sais pas,Non,Avant la tombée de la nuit,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Une fille,lycée
1575141232,2nde,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Jamais,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",120.0,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Une fille,lycée
1487704913,2nde,Hélène Boucher,Oui,Oui,Ça dépend,Sans réponse,Non,,En partie chez l'un et chez l'autre,Oui,Ni d'accord ni pas d'accord,Pas du tout d'accord,Le plus souvent mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Entre 1 et 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),240.0,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Une fille,lycée
1720591707,2nde,Hélène Boucher,Oui,Oui,Ça dépend,2 fois,Oui,Oui,,Oui,D'accord,D'accord,Quelqu'un d'autre,Fréquemment,"Oui, ils/elles participent autant",Non,Avant la tombée de la nuit,Non,Seulement si c'est une personne du même genre que moi,"Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Une fille,lycée
2012176248,Terminale,Hélène Boucher,Oui,Oui,Ça dépend,2 fois,Non,,Chez ta mère (ou tutrice),Oui,Pas du tout d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Tous les jours,"Non, les filles font plus",Non,Sans réponse,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",180.0,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Une fille,lycée
2017484177,1ère,Hélène Boucher,Oui,Non,Non,Jamais,Oui,Oui,,Oui,Je ne sais pas,Je ne sais pas,Toujours ma mère (ou tutrice),Fréquemment,"Oui, ils/elles participent autant",Je ne sais pas,Avant la tombée de la nuit,Oui,"Non, je n'ai pas le droit de dormir ailleurs","Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Moins d'1h,Ne rien changer à ton utilisation ?,Sans réponse,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Une fille,lycée
1119786723,Terminale,Hélène Boucher,Oui,Oui,Ça dépend,1 fois,Oui,Oui,,Oui,Pas d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant le dîner,Sans réponse,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,Jamais ou très rarement,Moins d'1h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),1080.0,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
132560189,1ère,Hélène Boucher,Oui,Oui,Ça dépend,2 fois,Non,,Chez ta mère (ou tutrice),Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Non,Sans réponse,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",60.0,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Un garçon,lycée
1315061212,Terminale,Henri Bergson,Oui,Ça dépend,Oui,2 fois,Oui,Oui,,Oui,D'accord,D'accord,Quelqu'un d'autre,Fréquemment,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si c'est une personne du même genre que moi,"Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),270.0,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Une fille,lycée
2005193662,1ère,Hélène Boucher,Oui,Ça dépend,Ça dépend,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,Pas du tout d'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,Je ne sais pas,Non,Pas d'heure limite de sortie,Oui,Seulement si c'est une personne du même genre que moi,Très rarement,Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",300.0,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Un garçon,lycée
1274741037,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, tout le temps",Plus de 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),180.0,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
890253304,2nde,Hélène Boucher,Oui,Non,Non,3 fois ou plus,Oui,Oui,,Oui,Je ne sais pas,D'accord,Le plus souvent ma mère (ou tutrice),Tous les jours,Je ne sais pas,Non,Avant la tombée de la nuit,Oui,Seulement si c'est une personne du même genre que moi,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1020.0,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Une fille,lycée
